Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Puntuacion;Duracion_min;URL_Externa
60 Minuten [2024][1080p][2.60 Gb];60 minutos;TMDB;2024;Desesperado por no perder la custodia de su hija, un luchador de artes marciales mixtas abandona una pelea y recorre Berlín a todo gas para verla el día de su cumpleaños.;https://image.tmdb.org/t/p/original/cND79ZWPFINDtkA8uwmQo1gnPPE.jpg;Acción, Aventura, Crimen, Drama, Suspense;6.75;89;https://www.themoviedb.org/movie/1212073
65 - Al Borde de la Extinción [2023][1080p][3.97 Gb];65;TMDB;2023;Después de un catastrófico accidente en un planeta desconocido, el piloto Mills descubre rápidamente que realmente está varado en la Tierra… hace 65 millones de años. Ahora, con solo una oportunidad de rescate, Mills y la otra única superviviente, Koa, deberán abrirse camino a través del desconocido territorio plagado con peligrosas criaturas prehistóricas en una épica lucha por sobrevivir.;https://image.tmdb.org/t/p/original/dhqu9rInT9IOa2w0TU22YMEgGus.jpg;Acción, Aventura, Ciencia ficción;5.94;93;https://www.themoviedb.org/movie/700391
7 Razones Para Huir [2019][1080p][881 Mb];7 razones para huir;TMDB;2019;Comedia negra que lleva a la pantalla los textos teatrales, representados por todo el mundo (la trilogía de la indignación: Contra el progreso – Contra el amor – Contra la democracia), escritos por Esteve Soler: son siete historias (que llevan los títulos de Familia, Propiedad, Compromiso, Orden, Trabajo, Solidaridad y Progreso) que combinan el humor y el horror para retratar el mundo contradictorio, convulso, disfuncional y disparatado donde vivimos.;https://image.tmdb.org/t/p/original/4N61aszYlLRodEfAa9GAcZD95JA.jpg;Comedia;5.9;82;https://www.themoviedb.org/movie/580625
8½ [1963][1080p][4.51 Gb];Fellini, ocho y medio;TMDB;1963;Después de obtener un éxito rotundo, un director de cine atraviesa una crisis de creatividad e intenta inútilmente hacer una nueva película. En esta situación, empieza a pasar revista a los hechos más importantes de su vida y a recordar a todas las mujeres a las que ha amado.;https://image.tmdb.org/t/p/original/nCbEu0JLfCIXLnFAxuTs5i5AYN9.jpg;Drama;8.1;138;https://www.themoviedb.org/movie/422
84 Charing Cross Road [1987][720p][774 Mb];La carta final;TMDB;1987;Helene Hanff (Anne Bancroft), escritora norteamericana con residencia en Nueva York, es una apasionada de la literatura, especialmente de la británica. El problema es que en su ciudad no hay tiendas dedicadas a la venta de ese tipo de libros. Un día contacta con una librería londinense especializada en libros usados, en el número 84 de Charing Cross.  En este establecimiento, su propietario, Frank Doel (Anthony Hopkins), se ofrece a mandar libros a todas partes del mundo, al gusto del consumidor. Helene, maravillada, empieza a intercambiar cartas y libros con Frank. Con el tiempo, la amistad entre el librero y la escritora se vuelve tan fuerte que es capaz de acortar la distancia que les separa, aunque solo sea entre párrafos, comas y puntos.  Durante veinte largos años, a pesar de no haberse visto nunca, los amigos no dejan de escribirse.;https://image.tmdb.org/t/p/original/tIrR55ksZ71C7Jyemt98PjAmgpm.jpg;Drama, Romance;7.2;100;https://www.themoviedb.org/movie/15677
8MM [1999][1080p][3.8 Gb];Asesinato en 8mm;TMDB;1999;Un detective privado consigue mantener dignamente a su familia ocupándose de resolver casos sencillos e irrelevantes. Pero, de repente, su vida cambia radicalmente cuando, durante la investigación de un caso, queda atrapado dentro de un sórdido mundo de espeluznantes snuff-movies.;https://image.tmdb.org/t/p/original/cZLRdAsxzxNKcAKBzSgVCIZ5YKX.jpg;Suspense, Crimen, Misterio;6.491;123;https://www.themoviedb.org/movie/8224
A Beautiful Day in the Neighborhood [2019][1080p][4.3 Gb];Un amigo extraordinario;TMDB;2019;Una historia en la cual la bondad triunfa sobre el cinismo, y está basada en la historia de una amistad de la vida real entre Fred Rogers y el periodista Tom Junod. Tom es un escritor de revista hastiado (Matthew Rhys, ganador del Emmy) que tiene el encargo de entrevistar a Fred Rogers, quien lo ayudará a superar su escepticismo, y le enseñará sobre la bondad, el amor y el perdón. Después de todo, Fred Rogers es el vecino más querido de Estados Unidos.;https://image.tmdb.org/t/p/original/u4gf0iVi6J2l9FDH1w0V0qdLQ47.jpg;Historia, Familia, Drama;6.971;115;https://www.themoviedb.org/movie/501907
A Beautiful Mind [2001][1080p][4.57 Gb];Una mente maravillosa;TMDB;2001;Obsesionado con la búsqueda de una idea matemática original, el brillante estudiante John Forbes Nash llega a Princeton para realizar sus estudios de postgrado. Es un muchacho extraño y solitario, al que sólo comprende su compañero de cuarto. Por fin, Nash esboza una revolucionaria teoría y consigue una plaza de profesor en el MIT. Alicia Lardé, una de sus alumnas, lo deja fascinado al mostrarle que las leyes del amor están por encima de las de las matemáticas. Gracias a su prodigiosa habilidad para descifrar códigos es reclutado por Parcher William, del departamento de Defensa, para ayudar a los Estados Unidos en la Guerra Fría contra la Unión Soviética.;https://image.tmdb.org/t/p/original/6zyZ6cauEgSbfii9I7gOvGNyPGv.jpg;Drama, Romance;7.856;134;https://www.themoviedb.org/movie/453
A Brand New Life [2009][1080p][1.39 Gb];Una Nueva Vida;TMDB;2009;Jenhee (Kim Sae-ron, 'The Man from Nowhere'), una niña coreana de 9 años, es abandonada por su padre en un orfanato, sin ni siquiera despedirse de ella. Los primeros días Jenhee mantiene la esperanza de que su progenitor vaya a buscarla de nuevo, pero transcurrido el tiempo la pequeña se hace a la idea de que su estancia va a ser más larga de lo esperado, y que quizás ya nunca vuelva a ver a su padre.  Aunque al principio no resulta fácil, la huérfana consigue integrarse con sus compañera, llegando incluso a hacer amigas. Desafortunadamente, algunas de estas amistades se esfumarán antes de haberse consolidado, ya que algunas de las chicas serán progresivamente adoptadas. El del abandono y la separación son sentimientos muy arraigados en la pequeña, que tendrá que lidiar con el miedo a tener que separarse de sus nuevos padres cuando sea adoptada.;https://image.tmdb.org/t/p/original/uVrpf84nyPaddXQzetO7tFaBkFx.jpg;Drama;7.281;92;https://www.themoviedb.org/movie/48508
A Bronx Tale [1993][1080p][1.96 Gb];Una historia del Bronx;TMDB;1993;Años 60. El gángster Sonny es el rey del barrio del Bronx, donde vive el pequeño Calogero. Un tiroteo, presenciado por el niño, es el punto de partida de una duradera relación entre el gángster y el pequeño. Lorenzo Anello, padre del chico y un honrado conductor de autobuses, desaprueba esta relación. A pesar de ello, el muchacho crece bajo la protección de los dos hombres, dividido entre su honradez natural y su fascinación por Sonny. Sin embargo, llegará un momento en el que Calogero (Lillo Brancato) no tendrá más remedio que tomar una decisión sobre el camino que debe seguir.;https://image.tmdb.org/t/p/original/mwW3SOA1SSxySZQRI7tx7Wo3kLy.jpg;Drama, Crimen;7.883;121;https://www.themoviedb.org/movie/1607
A Cinderella Story [2004][1080p][3 2 Gb];Una Cenicienta moderna;TMDB;2004;"Adaptación moderna del famoso cuento de ""Cenicienta"". La adolescente Sam Montgomery vive a disposición de su egocéntrica madrastra Fiona y de sus odiosas hermanastras, quienes la tratan más como una sirvienta que como un miembro de la familia. Sam sueña con ingresar en Princeton, pero de pronto su vida social se complica cuando conoce a su Príncipe Azul en Internet. Pero cuando su amigo de la red termina siendo el chico más popular de la escuela, Austin Ames, Sam despierta a la realidad olvidando su móvil cuando suena la medianoche. Temiendo ser rechazada si él supiera quien es ella en realidad, Sam hace todo lo posible para que Austin no descubra quién es su princesa. Aunque Austin tiene un plan para encontrarla...";https://image.tmdb.org/t/p/original/uNUvr2hPN6ZXvo8N7Cljqna7PmM.jpg;Comedia, Familia, Romance;6.6;96;https://www.themoviedb.org/movie/11247
A Clockwork Orange [1971][1080p][4 Gb];La naranja mecánica;TMDB;1971;Gran Bretaña, en un futuro indeterminado. Alex es un joven muy agresivo que tiene dos pasiones: la violencia desaforada y Beethoven. Es el jefe de la banda de los drugos, que dan rienda suelta a sus instintos más salvajes apaleando, violando y aterrorizando a la población. Cuando esa escalada de terror llega hasta el asesinato, Alex es detenido y, en prisión, se someterá voluntariamente a una innovadora experiencia de reeducación que pretende anular drásticamente cualquier atisbo de conducta antisocial.;https://image.tmdb.org/t/p/original/p40pYh2EBPoyVyqw6qy2PAZkFVA.jpg;Ciencia ficción, Crimen;8.177;136;https://www.themoviedb.org/movie/185
A Complete Unknown [2024][1080p][4.8 Gb];A Complete Unknown;TMDB;2024;Bob Dylan se hizo un nombre en el mundo del folk a muy temprana edad con sus versiones acústicas. Así que cuando en 1965, en el Newport Folk Festival, decidió conectar una guitarra eléctrica y usarla en su concierto, fue un duro golpe para los puristas del folk que veían el futuro del género en el joven. Desde ese momento, la vida de Dylan cambió profundamente. Siendo atacado por un gran grupo de seguidores del folk que lo tachaban de traidor, haciendo que su carrera no volviera a ser la misma. Ese concierto fue clave, se declaró como un músico independiente y fue el comienzo de la voz de una generación.;https://image.tmdb.org/t/p/original/staVor97Wqd8omvgEEXbc7sXJR.jpg;Drama, Música;7.077;141;https://www.themoviedb.org/movie/661539
A Cure for Wellness [2017][1080p][4.69 Gb];La cura del bienestar;TMDB;2017;A un joven y ambicioso ejecutivo le encargan una misión: traer de vuelta al director de su empresa de un idílico y enigmático centro de “bienestar” situado en un área remota de los Alpes suizos. Pronto sospecha que los milagrosos tratamientos que allí tienen lugar no son lo que parecen. Su cordura se pone a prueba cuando empieza a desvelar los terroríficos secretos que allí se ocultan y es diagnosticado con la misma extraña enfermedad que mantiene a los pacientes a la espera de la cura.;https://image.tmdb.org/t/p/original/k4XZ47wFZF1aUv7bjLM4Pae2TYm.jpg;Terror, Misterio, Ciencia ficción;6.351;147;https://www.themoviedb.org/movie/340837
A Different Man [2024][1080p][4.52 Gb];A Different Man;TMDB;2024;El ambicioso actor neoyorquino Edward se somete a una intervención quirúrgica radical para transformar drásticamente su aspecto. Como resultado, muchas cosas cambian en su vida y, sin embargo, todo sigue perturbadoramente igual. Aunque haya cambiado exteriormente y pueda empezar una nueva vida, sigue siendo quien es y no quien quiere ser. Entonces se pierde el papel de su vida y su nuevo rostro de ensueño se convierte en una pesadilla.;https://image.tmdb.org/t/p/original/qiESnZxQeJKXJyRLBYaKoEGtB1q.jpg;Comedia, Drama;6.9;112;https://www.themoviedb.org/movie/989662
A Dog’s Purpose [2017][1080p][3.72 Gb];Tu mejor amigo;TMDB;2017;Toby es un perro que se pregunta el sentido de su vida cuando, sorprendido, se da cuenta de que se ha reencarnado en un cachorrito. Así, a lo largo de sus vidas se cuestionará su sentido mientras ayuda a distintos dueños, pero siempre con el objetivo de encontrarse con el primero.;https://image.tmdb.org/t/p/original/1vz34upg09Hh9p4aV2Uau19g2bv.jpg;Aventura, Comedia, Fantasía, Familia, Drama;7.64;101;https://www.themoviedb.org/movie/381289
A Family Affair [2024][1080p][2.43 Gb];Un asunto familiar;TMDB;2024;¿Puede haber algo peor que trabajar como asistente para una caprichosa estrella del cine que no te toma en serio? Descubrir que está enamorado de tu madre.;https://image.tmdb.org/t/p/original/jMEyDtLhD2n8rmyPoizJzmXD9JZ.jpg;Romance, Comedia;5.735;114;https://www.themoviedb.org/movie/987686
A Few Good Men [1992][1080p][4.7 Gb];Algunos hombres buenos;TMDB;1992;El teniente Daniel Kaffee es un joven y prometedor abogado de la Marina que tiene una excelente reputación. Sus superiores le confían la defensa de dos marines acusados de asesinato. A primera vista, el caso no parece complicado. Pero cuando tenga que vérselas con el Coronel Nathan R. Jessup, comandante en jefe de la base de Guantánamo, saldrán a la luz nuevas pistas que harán que el caso adquiera dimensiones insospechadas.;https://image.tmdb.org/t/p/original/fPDeGYYHN3Un7xK3qrpXMSOp1t8.jpg;Drama;7.546;138;https://www.themoviedb.org/movie/881
A Ghost Story [2017][1080p][3.45 Gb];A Ghost Story;TMDB;2017;Un músico muere en un accidente de coche y vuelve como un fantasma a la casa en la que vivía con su mujer.;https://image.tmdb.org/t/p/original/kikj07p9HVHoZnHWgbHSURBM23Y.jpg;Drama, Fantasía, Romance;7.067;87;https://www.themoviedb.org/movie/428449
A Girl at My Door [2014][1080p][1.58 Gb];Una chica en mi puerta;TMDB;2014;Después de un accidente, Young-nam, joven agente de policía de Seúl, es enviada a un pueblito costero. Desde que llega, conoce a una adolescente poco expresiva que la intriga. En su nuevo entorno, Young-nam conoce al padrastro de Dohee, un hombre violento y alcohólico que explota a los trabajadores inmigrantes. Para proteger a Dohee del maltrato de su padrastro, Young-nam le da alojamiento. La joven descubre entonces las diferentes facetas de la personalidad de Dohee.;https://image.tmdb.org/t/p/original/4E8vbpncdywziZP63KHAhJxIs3r.jpg;Drama;6.901;119;https://www.themoviedb.org/movie/266058
A Good Year [2006][1080p][3.8 Gb];Un buen año;TMDB;2006;Max Skinner (Russell Crowe), un experto en inversiones viaja desde Londres hasta Provenza para vender un pequeño viñedo que ha heredado de un tío, al que estuvo muy unido en su niñez. Lo que no esperaba en absoluto es que éste fuera el punto de partida de un estimulante capítulo de su vida.;https://image.tmdb.org/t/p/original/hiBCP1XHF0IrtF3KCUIn2sKWtZd.jpg;Comedia, Drama, Romance;6.689;118;https://www.themoviedb.org/movie/9726
A Haunted House [2013][1080p][1.89 Gb];Paranormal Movie;TMDB;2013;Una joven pareja, Malcolm (Marlon Wayans) y Kisha (Essence Atkins), se acaban de mudar a la casa de sus sueño. Al instalarse, descubren que no están solos en ella. Pero no es la casa la que está embrujada, sino la novia de Malcolm, que parece estar poseída por un demonio.  Malcolm contrata a un sacerdote para librarla de este intruso, decidido a no dejar que el espíritu maligno arruine su relación... o, más importante aún, su vida sexual...;https://image.tmdb.org/t/p/original/fg77NpfP3P07hJU2dPXL8nFcpiS.jpg;Comedia, Terror;5.95;95;https://www.themoviedb.org/movie/139038
A Haunted House 2 [2014][1080p][2.61 Gb];Paranormal Movie 2;TMDB;2014;Después de haber exorcizado los demonios de su ex, Malcolm comienza de nuevo con su nueva novia y sus dos hijos. Después de mudarse a la casa de sus sueños, sin embargo, Malcolm está rodeado una vez más por extraños acontecimientos paranormales.;https://image.tmdb.org/t/p/original/brpvlgumBfw8LaJfnIk0teZUrHq.jpg;Comedia, Terror;6.182;95;https://www.themoviedb.org/movie/184345
A House of Dynamite [2025][1080p][5.5 Gb];Una casa llena de dinamita;TMDB;2025;Cuando un misil sin identificar es lanzado contra EE. UU., se desata una carrera a contrarreloj por descubrir al responsable y decidir cómo responder.;https://image.tmdb.org/t/p/original/ku4vTAnfTgO5oPPaHqyLtP39LrE.jpg;Suspense, Drama;6.413;112;https://www.themoviedb.org/movie/1290159
